id,product_name,product_price,Rate,Review,Summary,Sentiment
D1T1jtCfTfXD-cQE3QViow,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,simply awesome,after use of one week in extreme conditions i feel this cooler works very fine strongly recommend to buy this product,positive
s26P-jeVUH9TjnTPQttPag,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,delightful,looks good purchase and economical tge power cord should have been 5 meters or 6 meters length instead of existing 2 meters given the huge size if this desert cooler,positive
-0bUDim5OGuv8R0Qqq6J4A,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,value-for-money,its best small family,positive
mn1LFFcQwEpir38_mPYH_g,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,very poor,extremely horrible servicedo not order,negative
RFMcLH3_58eAwvSfvLhJew,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,nice product,extremely good productgood product for lower floor and not good for the top floor,positive
5I3H_dsz7u90rir67QJq_w,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,terrific,verry good indian fast desert coolar verey verry nise product,positive
jf4RUa9EQO37hqxRCxbEXQ,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,value-for-money,air cooler is better im happy recived your product,positive
91n02N35x38nvR1XH-jOAw,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,wonderful,good product,positive
gb-k4Z17XxuPkUmsevwBYg,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,3,decent product,we found inside fan bed will not fixed properly and also bolt nuts fall inside further remaing all ok,positive
Cr2JNnewX53TYd9w6qw6Jw,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,must buy!,nice product,positive
PNrOTfMmE0CJFV9YwSLzYw,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,mind-blowing purchase,awesome product,positive
8Hn5X1AqgmSLHRG2KgBJBg,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,super!,good cooler,positive
PWG28q4JFOc8FiRBjnfCkA,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,highly recommended,very good product on very first day it fell on the floor from table with full water but quality of product is too good still working thankyou flipkart,positive
Y-9dJvw-J2d9QKfuL7mKgA,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,super!,fantastic cooling,positive
xWlCgISVtozxCztPA4nGaQ,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,excellent,nice cooling,positive
08Z_Zzp8PyEmWWpYurIO-Q,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,3,good,please share a good operating manual how are we supposed to flush out water nothing like mentioned also dismantling back needs a specialist please design in such way where even elders can operate,positive
MuIXnv7Oq7X3-4aEsp9dDA,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,horrible,worst product dont waste your money,negative
vxPPpj5jJKO8DtapF5S-NQ,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,fabulous!,excellent product,positive
qMkIbQFrROSnPaQ7at85-w,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,perfect product!,nice cooler awesome product,positive
qd1ajiZRCwqEQJqCgoN1wg,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,3,decent product,blade of cooler fan is broken,negative
9Y3aQAVITkEJYe5vLZr13w,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,2,badly disappointed,air delivery is very bad not even cooling 10x13 room,negative
97Z7j4vH0kfzL10AONi4uA,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,fabulous!,very nice,positive
5GpvSL1tlAjpgdJKZ5eLpg,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,3,good,performance reduced after 2 months,neutral
bts6jVczHJuWzpT8Y26UsQ,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,perfect product!,its more than my expectations iam so happy and as usual excellent flipkart service,positive
CrBsdxqOjPdnfsDxV89GJQ,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,terrible product,worst model all user please dont buy,negative
YQvg0JCGRFUkb6reMMf3Iw,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,unsatisfactory,not good,negative
7eUFOcfxuXDdrHGVSp3_9A,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,fabulous!,super,positive
J7zXaGgQ7U6rWlaUBVEjjQ,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,just wow!,nice product,positive
y6uO4ydAwBHUujfiSktxZg,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,highly recommended,overall good product cons come without stand,positive
eM0BAZ57RDHdhvXc72O8Pg,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,good quality product,good product nd fast delivery,positive
Gy7ERh2GhmAYMZMO48ztBg,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,3,just okay,good bt without wheel or stand very difficult to move,negative
FqzgT9Y-Yu7jiWdHnGW-kQ,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,excellent,best product with resionable price,positive
_pw-OnDpCe9XM0rDVvTUMg,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,mind-blowing purchase,it is ok,neutral
GqtMJxq5-7Xp1ZXXmahLaA,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,value-for-money,good,positive
MXOdsPTLQPsQK9hUq01DWg,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,worth every penny,nice product,positive
rZbHg4ACfN3iShdsT47WKQ,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,brilliant,coling is best another cooler,positive
EcHuaHD9IcoPEWNsU8vDTw,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,wonderful,coolar is good but suggest that i thinks wheel also provide in coolar for easy movement,positive
1621ir5mjVgbHwxCbMAEjg,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,terrific purchase,good to go,positive
8oxnPoOS5wQzhl5LLOm7ow,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,unsatisfactory,very huge in size cooling no good feels air just like normal fan,positive
QnAzW6KMSciUcuJ20oI3Bw,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,value-for-money,awesome,positive
Bc4DoKgrKCtCuN-0O5He3A,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,2,not good,worst,negative
X25CYzSxzCgk2nO3DkrgdA,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,excellent,cooler chilled the room very fast,positive
txCJurIIrE9ZoHu3gZUvnQ,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,3,nice,its good but size is too big,positive
8PYmv83XaJTioz5_A-SVxA,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,just wow!,its huge and secondly its as good as ac but the problem is you cannot control the cooling its good if you have a 1500 sqft house,positive
c0RSs2KYK5Y-ZlSrNq9LyA,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,wonderful,it is perfect for your daughter marriage items no doubt it is big and it is room cooler,positive
eIxSLxzIlfExI6vgAbn2JA,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,brilliant,amazing product it works wonders in 45c and always go for wood woolen pads as theyre better than honeycomb,positive
Hf_MFIPi7ZiIWDQodJMzwg,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,best in the market!,very good product dont think much more go for it absolutely value of money,positive
gMY_3RkmK2eeD9SHlBKfCg,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,very good,it is big moving it is problematic it would have been easier to clean if the side panels were easily removable does a decent job of cooling the room,positive
T4VsuYbgEqp1n_FghmFg2w,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,worth the money,good product,positive
yv9gVqydta-y8NHQQ3XPRw,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,must buy!,its very good products in online its very well,positive
Tmzzn7JyCoMgeb-IYRNlGQ,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,wonderful,good,positive
l3yL2rQ6PoFBQ06RLczn9w,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,utterly disappointed,its a very poor quality product dont buy its,negative
TbaAnzOTX2-boTbAp3e8Qw,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,really nice,good with price,positive
E0fZHHInMb6xscHDrPlh4Q,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,mind-blowing purchase,too good product,positive
QIHyWCBG3ftvXbGdHQKdHw,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,pretty good,excellent cooler happy with it,positive
#NAME?,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,awesome,very good product in low price its our second plastic cooler and i am happy with its cooling and other features in future i definitely buy it again and recommend to others also thanks flipkart,positive
ohxd8La86GdC_3vgwBWLHA,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,terrible product,worst product,negative
3n9mSKySEv3G03YjcU-YOQ,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,3,does the job,plastic quality is not that strong as of symphony coolers,negative
ntN85eu27C04nwyPa8IHtw,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,excellent,very good product,positive
m7uxAxL9L3kuB8XWkoveHQ,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,3,decent product,not upto the reviews build up level too bulky quite noisy lack of wheel is biggest disadvantage buy at your own risk not happy overall,negative
glpdHF7XlpUQUs1Jpxv4SQ,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,did not meet expectations,nonetheless i gives the feel of ac,negative
Lnohr9bpCbHNsomazXDg-w,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,absolute rubbish!,this product does not cool as much as it was written in the advertisement i am not so happy with this product,negative
r_0k2yqAo1Z4tg_IgXr7Jg,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,very good,good,positive
2FqG3fBB2XffmRTnc6YI_w,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,good quality product,yup satisfied,positive
WYj43z0qmlKklhcvV75mwQ,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,3,does the job,air flow is not that good,negative
Hdi7jkB7pHiM1nyPHcqSdw,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,3,nice,no stand and little noisy cooler,negative
B8ujMtvvpHyEQ2r_QlAT2w,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,worth the money,very nice product,positive
7U8TYNW4Mvx6m3zexsO0sg,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,worth the money,good onebut still sounds generated by cooler are very noisymust buy stand with this cooler,positive
aHGcI-KGitnGRco_D_I9Ag,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,perfect product!,nice product thanks to flipkart for early delivery special thanks to delivery boy for gentle behaviour,positive
kfscAJnLVf6J2uEte7g-5A,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,value-for-money,nice product with decent price,positive
GVg4GHHRblwY1MFlV1ubAw,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,pretty good,prompt delivery satisfied value for money,positive
u9MKnG0PqI8N7ixSfrrTiw,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,excellent,its awesome cooler,positive
yktWUtKBja_Lzk3wwR6RFA,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,best in the market!,good,positive
Hdi7jkB7pHiM1nyPHcqSdw,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,2,not good,good product but the only drawback is to clean it the nob in bottom available to drain water but that is not helpful if you dont have trolley,positive
qNoNkF1yJctEs3t40VkX4w,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,excellent,excellent product water consumption is good if anyone plan to buy cooler then i recommended only the rambo,positive
b9dv7Q0A8XcJ44zzTDJeYw,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,super!,best cooler heavy duty stong body,positive
eR_vyBCRhMQKhmHbxFkPVw,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,perfect product!,good product,positive
13lNc7KSuVHBrUybTR23qw,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,delightful,product is very good quality of product is also goodthanks flipkart for providing safe and on time delivery,positive
O-Xa9GCFWI65YiBD5Jw_hA,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,2,moderate,not cooling,negative
ViLOy7fr21PIVGEzYPyK4w,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,very poor,no expected speed and not cooling this product,negative
#NAME?,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,horrible,there are no wheels to move coolerits very hard to place cooler after filling waterhorrible experiencedont go for this,negative
AhpzPZH3b0PGT9mVoLCQDg,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,perfect product!,have one or two very small negligible issues otherwise product is very good completely cools the room,positive
Aicnm12Zped8nQFXyRRFvw,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,super!,fantastic coolar nice cooling like ac,positive
ZdQbDVZWDsO-d7q2qW8E3A,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,worth every penny,nice product cooling and speed is good,positive
9ziO3NpoNTKHvIKCBFB_fQ,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,fabulous!,good,positive
xsSnuGCCJD4OgWnOZ0zB4A,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,wonderful,nice cooling nice products but body isnt properly fit,neutral
732Z5HGLEEBjAgXxfnuXlQ,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,best in the market!,superb cooler in this price,positive
iLtSto_Tgu2yaj_r_iohAg,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,wonderful,awesome,positive
hsOnzcy8mFbUvIWFC1agoQ,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,absolute rubbish!,please dont buy this productafter 1 month fan is not work properbuy blower fan cooler blower fan cooler is best,positive
yb17xHvhDJthJGS10uhFeQ,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,mind-blowing purchase,nice cooler cooling awesome,positive
EGiGWZp_zSqdeftiFQ7MbA,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,nice product,very nice product,positive
6rijZ1qIjiq1Dgdy35iqxw,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,simply awesome,super cooling,positive
hCtyvahPsEOUb38LKxEQNQ,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,really nice,excellent product,positive
9OPheVf5o8sRcRHxJDl4-A,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,delightful,nice prodouct,positive
_oQN89kF_d97-cWW0iO8_g,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,super!,excellent air cooler,positive
XkNQVTkCEzBrq7OlRHI11Q,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,really nice,overall very goodbut warranty card 3 month ago,neutral
ZhMlXLXuZf5z7lxunHk2ww,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,wonderful,good air cooler value for money sound is very less build quality need to be improve,positive
0lEp4vISRmOXa8Xz2pWhbw,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,best in the market!,super very good product,positive
M6fjHpkL9IRI-nI0BattRw,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,terrific purchase,nice one no need of ac,positive
miuWgBMwg_6RzI_BvUfjnQ,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,fabulous!,fantastic cooler in this range chilled more than expected,positive
GrGHVKec258eN1_gtJwS1w,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,fabulous!,good,positive
17DI33J8TkcfzyoiIYLQIw,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,delightful,simple super,positive
Fy75nbQSylmO3UGCSedaZg,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,excellent,good product,positive
EcHuaHD9IcoPEWNsU8vDTw,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,worth every penny,working great three side cooling pad has increased its efficiency the fan speed and airflow amount could be better it is very difficult to put water from the front a lot of design flaws but at this price point its better than other brand products for optimal comfort and cooling the cooler needs to put outside the room in an open space or near the window of a wellventilated room,positive
3n9mSKySEv3G03YjcU-YOQ,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,brilliant,awesome product if possible pls provide wheel stand with product,positive
jsJxRLGm8zjWm_HVR2FDnw,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,terrific purchase,good product the only draw back is there is no space for putting ice,positive
eTbtfgUtfewdncgVf2CbWw,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,3,just okay,unable to open to change water or grass,negative
lVHtVCyFJOqAH0ltn7pLuw,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,excellent,nice product with good blower and fast cooling a real satisfaction for money,positive
XHr5mXFgobOHoxbPJxmYdg,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,horrible,dont buy any one,negative
1NZLxU5WvB5roPFzneAlLw,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,2,bad quality,built quality is good but fan is not much powerful as expected it is good for small room i am going to return it,positive
YQz2fnfnL5eAWn1zOmKYnQ,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,excellent,this is best air cooler within 8k price tag,positive
OFBJtqWGSx6n6CchtVmoRw,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,value-for-money,cooling is perfect,positive
TMdHhDI7jYQ9206dtvrBgA,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,3,good,good quality,positive
YCCDMLcb7UW8G-o_HsWiiA,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,must buy!,awesome in everythingvalue for moneynice cooling,positive
NNGJQF3WeIHzGzweCpZ-VA,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,really nice,cooler is jabardast but not honeycomb pad,neutral
FhjdZ2DtjVgCfK47bYO6sw,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,classy product,very good product in this price,positive
8cL7aJVKTYmLguzXEAS3Lw,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,perfect product!,minimum price maximum performance,positive
g-eZgnBDvSDguF8cUxKCkA,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,perfect product!,fantastic products in such low price go for this without hesitation,positive
VEojEXbJ81eiPLSSF9jNEQ,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,worth every penny,superb,positive
Y_TtMiH_nx33FH4C48XhsA,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,worth every penny,very nicecooling very goodsize big,positive
9BH18avE46LlHMvJn67MaA,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,worth the money,nice product,positive
BO_TJFFJyXu8i2rW83hG3g,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,value-for-money,first thing cooler is very silent at the lowest speed noise is minimalsecond all the other things is equivalent to 1015000 price cooler,negative
CWoXwnoxdFihXB1KhH9goA,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,just wow!,very nice product i am satisfied this order,positive
pxClzo2Ek5wGRJmYZcSkuQ,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,pretty good,wanted to give 5 but to handle this huge cooler atleast it should have wheels at the bottom unfortunately its not available,positive
e8FMAuTswDueAlLsNyLhcA,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,fabulous!,nice product,positive
TuuENwzxOFdDLY_oKCbFZw,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,good quality product,awesomeproductbest cooling,positive
P1DyzJfy3RCOdT9s9zgNiA,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,worth every penny,very very nice product,positive
6imLt53br7SJ3av07jjH7w,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,3,nice,product does not working defective please return,positive
vxPPpj5jJKO8DtapF5S-NQ,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,delightful,best performance and minimum soundthanku flipkart,positive
KwGQqUCpHHhOhVqyOL2QTA,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,mind-blowing purchase,superb go for it,positive
hWhVP-28LYP3llaMlAJ_JA,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,3,good,wonderfull,positive
mKNK-LCFJMtYuNc8kzsaAw,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,best in the market!,good productdelivered in few days,positive
IRxBQfA7FdHhzrPjtBxuuw,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,terrible product,no doubt it is good in this price,negative
qjmCVYkwP-HDa35jwYucbQ,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,must buy!,awesomefull satisfied,positive
0ONypOKIhttBz9IJzBE8jg,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,fabulous!,excellent cooling at this price rangedelivered as per the date expected,positive
P1R-DyUyBeWCvPKrRkglsQ,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,classy product,good,positive
iELA6eREUgDVQrtLgYmS6Q,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,terrific purchase,veri nice desert cooler size of the cooler exceed the expectations timely delivered,positive
AkOruz5CrCxUmXe1p_WoRg,"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,good quality product,thank u flipcart for quick delivery,positive
